Detector 17
Energy Min (GeV): 0.01	Energy Max (GeV): 0.02
Bin number: 10
Bin width: 0.001

Bin number 	 	 Bin center 	 	 Bin Content
1	 	0.0105	 	4.10752e+10
2	 	0.0115	 	0
3	 	0.0125	 	8.21504e+09
4	 	0.0135	 	0
5	 	0.0145	 	0
6	 	0.0155	 	2.46451e+10
7	 	0.0165	 	4.10752e+10
8	 	0.0175	 	8.21504e+09
9	 	0.0185	 	2.46451e+10
10	 	0.0195	 	8.21504e+09
