Detector 17
Energy Min (GeV): 0.0001	Energy Max (GeV): 0.01
Bin number: 10
Bin width: 0.00099

Bin number 	 	 Bin center 	 	 Bin Content
1	 	0.000595	 	6.07913e+11
2	 	0.001585	 	1.64301e+11
3	 	0.002575	 	9.85804e+10
4	 	0.003565	 	4.92902e+10
5	 	0.004555	 	4.10752e+10
6	 	0.005545	 	2.46451e+10
7	 	0.006535	 	3.28601e+10
8	 	0.007525	 	1.64301e+10
9	 	0.008515	 	4.10752e+10
10	 	0.009505	 	1.64301e+10
