Detector 17
Energy Min (GeV): 1e-05	Energy Max (GeV): 0.0001
Bin number: 10
Bin width: 9e-06

Bin number 	 	 Bin center 	 	 Bin Content
1	 	1.45e-05	 	8.21504e+10
2	 	2.35e-05	 	5.75053e+10
3	 	3.25e-05	 	5.75053e+10
4	 	4.15e-05	 	3.28601e+10
5	 	5.05e-05	 	0
6	 	5.95e-05	 	8.21504e+09
7	 	6.85e-05	 	1.64301e+10
8	 	7.75e-05	 	1.64301e+10
9	 	8.65e-05	 	1.64301e+10
10	 	9.55e-05	 	8.21504e+09
